"Forlag id";"Original tittel";"Internasjonal tittel";"ISBN-prefix"
"26696";"The Academic Council on the United Nations System (ACUNS)";"The Academic Council on the United Nations System (ACUNS)";"978-3-200"
"26697";"Wydawnictwo Akademii Pedagogiki Specjalnej";"Maria Grzegorzewska Academy of Special Education Press";"978-83-62828"
"26698";"University of Iowa Press";"University of Iowa Press";"978-1-58729"
"26699";"epodium";"epodium";"978-3-940388"
"26700";"The Polish Centre of Mediterranean Archaeology of the University of Warsaw (PCMA)";"The Polish Centre of Mediterranean Archaeology of the University of Warsaw (PCMA)";"978-83-942288"
"26701";"Editorial Antropofagia";"Editorial Antropofagia";"978-987-1238"
"26702";"Calambur editorial";"Calambur editorial";"978-84-8359"
"26703";"Advancing Geographic Information Science: The Past and Next Twenty Years";"Advancing Geographic Information Science: The Past and Next Twenty Years";"978-0-9852444"
"26704";"EG Press";"EG Press";"978-1-9111439"
"26706";"Goldsmiths Press";"Goldsmiths Press";"978-1-906897"
"26708";"IMLI RAN";"IMLI RAN";"978-5-9208"
"26710";"Proceedings of the 21ST International Conference on Science and Technology Indicators The contents";"Proceedings of the 21ST International Conference on Science and Technology Indicators The contents";"978-84-9048"
"26711";"Seoul National University Press";"Seoul National University Press";"978-89-521"
"26712";"Gaudeamus, Univerzita Hradec Králové";"Gaudeamus, University of Hradec Králové";"978-80-7435"
"26713";"China Alliance Press";"China Alliance Press";"978-988"
"26714";"Tervix AB";"Tervix AB";"978-91-639"
"26715";"Buske [= Helmut Buske Verlag]";"Buske [= Helmut Buske Verlag]";"978-3-87548"
"26716";"American Academy of Orthopaedic Surgeons";"American Academy of Orthopaedic Surgeons";"978-1-625"
"26717";"Embla Akademisk";"Embla Akademisk";"978-82-92577"
"26718";"Międzynarodowe Centrum Kultury";"International Culture Centre";"978-83-63463"
"26719";"Presses universitaires Blaise Pascale (Université de Clermont-Ferrand)";"Presses universitaires Blaise Pascale (Université de Clermont-Ferrand)";"978-2-84516"
"26720";"Monumenta Iuris Canonici, series C";"Monumenta Iuris Canonici, series C";"978-88-210"
"26721";"Karl F. Haug Verlag";"Karl F. Haug Verlag";"978-3-8304"
"26722";"The International Statistical Institute";"The International Statistical Institute";"978-90-73592"
"26723";"Pisa University Press";"Pisa University Press";"978-88-6741"
"26724";"Ústav pro soudobé dějiny AV ČR";"Institute for Contemporary History, Academy of Sciences of the Czech Republic";"978-80-7285"
"26725";"curach bhán publications - Wissenschaft & Kunst";"curach bhán publications - Wissenschaft & Kunst";"978-3-942002"
"26726";"Advanced Building Skins. ABS";"Advanced Building Skins. ABS";"978-3-981205"
"26727";"Shetland Heritage Publications";"Shetland Heritage Publications";"978-0-9"
"26728";"Ediciones de la Casa de Velázquez";"Casa de Velazquez Editions";"978-84-909"
"26729";"AUB Press";"AUB Press";"978-9953-586"
"26730";"Greenland Perspective, University of Copenhagen";"Greenland Perspective, University of Copenhagen";"978-87-87519"
"26731";"Counterpress";"Counterpress";"978-1-910761"
"26732";"東京大学出版会　(Tokyo Daigaku Shuppankai)";"University of Tokyo Press";"978-4130"
"26733";"U Press";"U Press (Copenhagen)";"978-87-930"
"26734";"Bärenreiter Verlag";"Bärenreiter Verlag";"978-3-7618"
"26735";"Edições Húmus";"Humus Editions";"978-989-755"
"26736";"Langaa RPCIG";"Langaa RPCIG";"978-9956-76"
"26737";"EB-Verlag Dr. Brandt";"EB-Verlag Dr. Brandt";"978-3-86893"
"26738";"Bishen Singh Mahendra Pal Singh";"Bishen Singh Mahendra Pal Singh";"978-81-211"
"26739";"TechConnect";"TechConnect";"978-0-9975"
"26740";"Ekdoseis Kapon, Athen";"Kapon editions, Athens";"978-618-5209"
"26741";"ISTE";"ISTE";"978-1-786"
"26742";"Vernon Press";"Vernon Press";"978-1-62273"
"26743";"Velbrück Wissenschaft";"Velbrück Wissenschaft";"978-3-95832"
"26744";"Bentham Science Publishers";"Bentham Science Publishers";"978-1-68108"
"26745";"Universitätsverlag Webler UVW";"Universitätsverlag Webler UVW";"978-3-946017"
"26746";"Zubaan Books";"Zubaan Books";"978-93-84757"
"26747";"Communitá di Bose, Magnano: Edizioni Qiqajon";"Monastery of Bose, Magnano: Edition Qiqajon";"978-88-8227"
"26749";"Vilniaus universiteto leidykla";"Vilnius University Press";"978-609-459"
"26750";"The Federation Press";"The Federation Press";"978-17"
"26751";"The International Association for Hydro-Environment Engineering and Research (IAHR)";"The International Association for Hydro-Environment Engineering and Research (IAHR)";"978-981-09"
"26752";"Acta Universitatis Matthaei Belii";"Acta Universitatis Matthaei Belii";"978-80-557"
"26753";"Nakladatelství Masarykovy univerzity";"Masaryk University Press";"978-80-210"
"26754";"Linde Verlag Wien Ges.m.b.H";"Linde Verlag";"978-3-7073"
"26755";"ΕΚΔΟΣΕΙΣ ΡΟΠΗ";"ROPI Publications";"978-618-82"
"26756";"National Council of Teachers of Mathematics";"National Council of Teachers of Mathematics";"978-0-87353"
"26757";"Vitasta";"Vitasta";"978-93-82711"
"26758";"Academy of Marketing";"Academy of Marketing";"978-0-99564"
"26759";"Frontiers in Cell and Developmental Biology";"ja";"978-84-617"
"26760";"Transnational Press London";"Transnational Press London";"978-1-910781"
"26761";"Artois Presses Université";"Artois Presses Université";"978-2-84832"
"26762";"Frame Publishers";"Frame Publishers";"978-94-91727"
"26764";"Yayasan Obor Indonesia";"Yayasan Obor Indonesia";"979-433"
"26766";"ISPIM Lappeenranta University of Technology Press";"ISPIM Lappeenranta University of Technology Press";"978-952-3351"
"26767";"Centrum pro studium demokracie a kultury (CDK)";"Centre for the Study of Democracy and Culture (CDK)";"978-80-7325"
"26768";"Karnov Group Denmark AS";"Karnov Group Denmark AS";"978-87-619"
"26769";"Performativity in education: an international collection of ethnographic research on learners' experiences";"Performativity in education: an international collection of ethnographic research on learners' experiences";"978-0956"
"26770";"Wydawnictwo Naukowe Scholar";"Scholar Publishing House";"978-83-7383"
"26771";"Europejskie Centrum Solidarnosci";"European Solidarity Center";"978-83-62853"
"26772";"Lage Landen Studies";"Low Countries Studies";"978-90-382"
"26773";"The Construction History Society";"The Construction History Society";"978-0-9928751"
"26774";"Matthes & Seitz Berlin";"Matthes & Seitz Berlin";"978-3-88221"
"26775";"Eighth world conference on Sampling and Blending";"Eighth world conference on Sampling and Blending";"978-1-925100"
"26776";"Cyprus University of Technology";"Cyprus University of Technology";"978-9963-697"
"26777";"Kismet Press";"Kismet Press";"978-0-9956"
"26778";"MDPI";"MDPI";"978-3-03842"
"26780";"Gorodets";"Gorodets";"978-5-906"
"26781";"14th International Scientific Conference on Transformation Process in Sport ”Sport Performance”";"International Scientific Conference on Transformation Process in Sport ”Sport Performance”";"978-9940-569"
"26782";"Proceedings of the 11th International Space Syntax Symposium";"Proceedings of the 11th International Space Syntax Symposium";"978-972-98994"
"26783";"Interdisciplinary research foundatiion";"Interdisciplinary research foundatiion";"978-83-943632"
"26784";"Nordes";"Nordic Design Research";"978-87-7830"
"26785";"Volk Verlag Mûchen";"Schriftenreihe des Bayerischen  Landesamtes für Denkmalpflege";"978-3-86222"
"26787";"International Conference on Connected Smart Cities";"Multi Conference on Computer Science and Information Systems";"978-989-8533"
"26788";"Norsk betongforening";"The Norwegian Concrete Association";"978-82-8208"
"26789";"New Historical Perspectives";"New Historical Perspectives";"978-0-86193"
"26790";"Bucknell University Press";"Bucknell University Press";
"26792";"Centro Latinoamericano de Administración para el Desarrollo";"CLAD";"978-956-368"
"26793";"Achieving sustainable production of poultry meat Volume 3";"Achieving sustainable production of poultry meat Volume 3";"978-1786760"
"26794";"Dignity Press";"Dignity Press";"978-1-937570"
"26795";"Editorial USFQ";"USFQ Press";"978-9978-68"
"26797";"Znanstvena založba Filozofske fakultete";"Ljubljana University Press, Faculty of Arts";"978-961-237"
"26798";"Technische Unversität Hamburg. Institut für Geotechnik und Baubetrieb";"Hamburg University of Technology. Institute of Geotechnical Engineering and Construction Management";"978-3-936310"
"26799";"Reichert Verlag";"Reichert Verlag";"978-3-95490"
"26800";"Walking Tree Publishers";"Walking Tree Publishers";"978-3-905703"
"26801";"Past Imperfect ARC Humanities Press";"Past Imperfect";"978-1-942401"
"26803";"PHME 2016 Proceedings of the Third European Conference of the Prognostics and Health Management Society 2016";"Prognostics and Health Management Society";"978-1-936263"
"26804";"Genueve Ediciones";"Genueve Ediciones";"978-84-942533"
"26805";"Springer Nature";"Springer Nature";"978-3"
"26806";"Diabetes in America";"Diabetes in America";"978-0160454"
"26807";"Land Ownership and Land Use Development";"Land Ownership and Land Use Development";"978-3-7281"
"26808";"University of Rochester Press";"University of Rochester Press";"978-1-58046"
"26809";"Editions du Cerf - Librairie chrétienne en ligne";"Fransk";"978-2-2041"
"26810";"Narendra Publishing House";"Narendra Publishing House";"978-93-804"
"26811";"città in controluce";"città in controluce";"978-88"
"26812";"Presses universitaires de la Méditerranée";"Presses universitaires de la Méditerranée";"978-2-367"
"26814";"Proceedings of the International Seminar on Fire and Explosion Hazards";"Proceedings of the International Seminar on Fire and Explosion Hazards";"978-7-312"
"26816";"Network for comfort and energy use in buildings";"Network for comfort and energy use in buildings";"978-0-9928"
"26818";"E&D Vision Publishing";"E&D Vision Publishing";"978-9987-735"
"26819";"Wydawnictwo UWM";"University of Warmia and Mazury in Olsztyn Press";"978-83-6160"
"26820";"Burleigh Dodds Science Publishing Limited";"Burleigh Dodds Science Publishing Limited";"978-1-78676"
"26821";"TOAEP - Torkel Opsahl Academic EPublisher";"TOAEP - Torkel Opsahl Academic EPublisher";"978-82-93081"
"26822";"Editorial de la Universidad de Cantabria";"Editorial de la Universidad de Cantabria";"978-84-8102"
"26823";"KonturMedia";"KonturMedia";"978-82-996807"
"26824";"Tamesis Books";"Tamesis Books";"978-18556"
"26825";"JCharlton Publishing Ltd.";"JCharlton Publishing Ltd.";"978-1-926476"
"26827";"Passive & Low Energy Architecture";"Passive & Low Energy Architecture";"978-1-365"
"26829";"Hanul";"Hanul M-Plus";"978-89-460"
"26830";"Saarbrücker Schriften zu Linguistik und Fremdsprachendidaktik";"Saarbrücker Schriften zu Linguistik und Fremdsprachendidaktik";"978-3-942949"
"26831";"Poljoprivredni fakultet, Univerziteta u Beogradu";"Faculty of Agriculture, University of Beograde";"978-86-7834"
"26832";"Izdatelstvo IMLI RAN";"Izdatelstvo IMLI RAN";"978-5-92080"
"26833";"中西书局";"Zhongxi book company";"978-7-5326, 978-7-5475"
"26834";"PapyRossa Verlag";"PapyRossa";"978-3-89438"
"26835";"South African National Biodiversity Institute (SANBI)";"South African National Biodiversity Institute";"978-1-919976"
"26836";"Another Space";"Another Space";"978-87-996453"
"26837";"Educación musical: eje del cambio educativo";"Educación musical: eje del cambio educativo";"978-84-988"
"26839";"C-MRiC.ORG";"C-MRiC.ORG";"978-0-9932338"
"26840";"SciKA";"SciKA";"978-989-97433"
"26841";"Frontiers Media S.A.";"Frontiers Media S.A.";"978-2-88919, 978-2-88945"
"26842";"Universidad de La Rioja";"Universidad de La Rioja";"978-84-96487"
"26843";"Wydawnictwo Naukowe Dolnoślaskiej Szkoły Wyższe";"Wydawnictwo Naukowe Dolnoslaskiej Szkoly Wyzsze";"978-83-62302"
"26845";"Edipuglia";"Edipuglia";"978-88-7228"
"26846";"International Command and Control Research & Technology Symposium";"International Command and Control Research & Technology Symposium";"978-0-9997246"
"26848";"Ediciones de La Ergástula";"La Ergástula";"978-84-16242"
"26849";"Editorial UGR - Universidad de Granada";"Editorial UGR - Universida de Granada";"978-84-338"
"26850";"The Society of Digital Information and Wireless Communications (SDIWC)";"The Society of Digital Information and Wireless Communications (SDIWC)";"978-1-941968"
"26851";"Association for Asian Studies";"Association for Asian Studies";"978-0-924304"
"26852";"Proceedings of the International Conference on Movement Computing";"Proceedings of the International Conference on Movement Computing";"978-1-4503"
"26853";"The World Congress on Engineering and Computer Science (WCECS)";"The World Congress on Engineering and Computer Science (WCECS)";"978-988-14048"
"26854";"United Press Global";"United Press Global";"978-9949-532"
"26855";"The CYC-Net Press";"The CYC-Net Press";"978-1-928212"
"26856";"The Wiley Handbook of Vocational Education and Training";"The Wiley Handbook of Vocational Education and Training";"978-82-025"
"26857";"Institut für deutsche Sprache (= amades)";"Institut für deutsche Sprache (= amades)";"978-3-937241"
"26858";"Palmkrons";"Palmkrons";"978-91-887"
"26859";"Boğaziçi Üniversitesi Yayınevi";"Bosphorus University Press";"978-605-4787"
"26860";"Éditions de l'Université Savoie Mont Blanc";"Éditions de l'Université Savoie Mont Blanc";"978-2-919732"
"26861";"Orienta Edizioni";"Orienta Edizioni";"978-88-96467"
"26862";"Routledge Focus";"Routledge Focus";
"26863";"White Rose University Press (WRUP)";"White Rose University Press (WRUP)";"978-1-912482"
"26864";"Materials Research Forum LLC";"Materials Research Forum LLC";"978-1-945291"
"26865";"CrossAsia-eBooks";"CrossAsia-eBooks";"978-3-946742"
"26866";"Zero Books";"Zero Books";"978-1-78535"
"26867";"University of Alabama Press";"University of Alabama Press";"978-0-8173"
"26868";"THE EUROPEAN MODELING AND SIMULATION SYMPOSIUM 2018";"THE EUROPEAN MODELING AND SIMULATION SYMPOSIUM 2018";"978-88-85741"
"26869";"Bristol University Press";"Bristol University Press";"978-1-5292"
"26871";"Mondadori Education";"Mondadori Education";"978-88-6184"
"26872";"Université Charles-de-Gaulle - Lille III (CEGES)";"Université Charles-de-Gaulle - Lille III (CEGES)";"978-2-84467, 978-2-86531"
"26873";"Asociación para la Enseñanza del Español como Lengua Extranjera - ASELE";"Asociation for the Teaching of Spanish as a Foreign Language";"978-84-697"
"26874";"Morfem förlag";"Morfem förlag";"978-91-88419"
"26875";"Editorial Académica Universitaria";"Editorial Académica Universitaria";"978-959-7225"
"26876";"Издательство им. Сабашниковых";"Izdatelstvo im. Sabashnikovykh";"978-5-8242"
"26877";"Société européenne pour la formation des ingénieurs (SEFI)";"European Society for Engineering Education";"978-2-87352"
"26878";"Видавництво Львівської політехніки";"Vydavnitstvo lvivs'koi politechniky";"978-966-02"
"26879";"C.F. Müller";"C.F. Müller";"978-3-8114"
"26880";"Ziel Verlag";"ZIEL - Zentrum für interdisziplinäres erfahrungsorientiertes Lernen GmbH";"978-3-937"
"19880";"Victoria & Albert Publications";"Victoria & Albert Publications";"978-1-851774"
"19881";"OECD Publishing";"OECD Publishing";
"19882";"Aisthesis Verlag";"Aisthesis Verlag";"978-3-8498"
"19883";"Studienverlag";"Studienverlag";
"19884";"Philo Verlag";"Philo Verlag";
"19885";"Picus Verlag";"Picus Verlag";
"19886";"Kiepenheuer & Witsch";"Kiepenheuer & Witsch";
"19887";"Deutsche Verlagsanstalt";"Deutsche Verlagsanstalt";
"19888";"Viva Books Private Limited";"Viva Books Private Limited";"978-81-309"
"19890";"Barcelona Publishers";"Barcelona Publishers";"978-1-891278"
"19891";"Slowo / obraz terytoria";"Slowo / obraz terytoria";"978-83-7453"
"19892";"Filosofia";"Filosofia";"978-8070-07"
"19893";"Nueva Sociedad";"Nueva Sociedad";"978-980-317"
"19894";"Schibri-Verlag";"Schibri-Verlag";"978-3-937895-"
"19895";"Librarie Philosophique J. Vrin";"Librarie Philosophique J. Vrin";"978-2-7116"
"19896";"Editions Mercure de France";"Editions Mercure de France";"978-2-7152"
"19897";"Editions Fata Morgana";"Editions Fata Morgana";"978-2-85194"
"19898";"Éditions Galilée";"Éditions Galilée";"978-2-7186"
"19899";"Les Éditions de Minuit";"Les Éditions de Minuit";"978-2-7073"
"19900";"Éditions Albin Michel";"Éditions Albin Michel";"978-2-226"
"19901";"University Press of America";"University Press of America";"978-0-7618, 978-0-8191"
"19910";"Rossijskaja nacional'naja biblioteka";"Rossijskaja nacional'naja biblioteka";"978-5-8192"
"19914";"Forlaget Spring";"Forlaget Spring";"978-87-93358"
"19915";"Association for Consumer Research";"Association for Consumer Research";"978-0-915552"
"19923";"Virtus InterPress";"Virtus InterPress";
"19946";"Praesens Verlag";"Praesens Verlag";"978-3-7069"
"19951";"Pied Piper Publishing";"Pied Piper Publishing";
"19952";"McPherson and Company";"McPherson and Company";"978-0929701"
"19953";"NIAS Press";"NIAS Press";"978-87-91114"
"19954";"Wilmington Publication";"Wilmington Publication";
"19958";"Association for Information Systems (AIS)";"Association for Information Systems (AIS)";
"19961";"Informa Healthcare";"Informa Healthcare";
"19970";"Pravda Severa";"Pravda Severa";
"19971";"Lars Müller Publishers";"Lars Müller Publishers";"978-3-03778"
"19972";"Bernstein-Verlag Gbr";"Bernstein-Verlag Gbr";"978-3-939431"
"19973";"Erich Schmidt Verlag";"Erich Schmidt Verlag";"978-3-503"
"19974";"NACE International";"NACE International";
"19978";"Firenze University Press (FUP)";"Firenze University Press (FUP)";
"19985";"Eurographics - European Association for Computer Graphics";"Eurographics - European Association for Computer Graphics";"978-3-905673"
"19999";"Duncker & Humblot";"Duncker & Humblot";"978-3-428"
"20011";"World Scientific and Engineering Academy and Society (WSEAS)";"World Scientific and Engineering Academy and Society (WSEAS)";
"20013";"Electrical Engineering/Electronics, Computer, Communications and Information Technology Association";"Electrical Engineering/Electronics, Computer, Communications and Information Technology Association";"978-974-94303"
"20015";"Biopress Ltd";"Biopress Ltd";"978-0-948737"
"20016";"Kunstakademiets Arkitektskoles Forlag";"Kunstakademiets Arkitektskoles Forlag";
"20019";"Haupt Verlag";"Haupt Verlag";"978-3-258"
"20020";"Institution of Engineering and Technology (IET)";"Institution of Engineering and Technology (IET)";
"20021";"Wydawnictwo VIA NOVA";"Wydawnictwo VIA NOVA";"978-83-88649"
"20022";"FOI-Commerce";"FOI-Commerce";"978-954"
"20023";"International Scientific & Technical Encyclopedia";"International Scientific & Technical Encyclopedia";
"20031";"Imperial College Press";"Imperial College Press";"978-1-86094"
"20042";"Karolinum";"Karolinum";"978-80-7262"
"20043";"University of Exeter Press";"University of Exeter Press";"978-0-85989"
"20044";"Marie Curie Sklodowska University Press (MCSU Press)";"Marie Curie Sklodowska University Press (MCSU Press)";"978-83-227"
"20045";"Hackett Publishing Company";"Hackett Publishing Company";"978-0-87220-, 978-0-915144"
"20047";"Institut de Recherche et Coordination Acoustique/Musique";"Institut de Recherche et Coordination Acoustique/Musique";
"20059";"Africa Institute of South Africa (AISA)";"Africa Institute of South Africa (AISA)";
"20067";"Retorikförlaget";"Retorikförlaget";
"20069";"Audio Engineering Society, Inc.";"Audio Engineering Society, Inc.";
"20072";"Icfai University Press";"Icfai University Press";"978-81-314"
"20075";"Presses universitaires de Franche-Comté";"Presses universitaires de Franche-Comté";"978-2-84867"
"20077";"Hið íslenska bókmenntafélag";"Hið íslenska bókmenntafélag";"978-9979-66"
"20087";"Mac Keith Press";"Mac Keith Press";
"20099";"University of Art and Design Helsinki";"University of Art and Design Helsinki";"978-951-558"
"20101";"Presses Universitaires de Rennes";"Presses Universitaires de Rennes";"978-2-7535"
"20110";"Rainer Hampp Verlag";"Rainer Hampp Verlag";
"20118";"Princeton Architectural Press";"Princeton Architectural Press";"978-1-873927"
"20147";"Institut for Sprog og Kultur";"Institut for Sprog og Kultur";
"20148";"Editora UP";"Editora UP";"978-972-8025"
"20150";"TransFe:r Forlag";"TransFe:r Forlag";"978-82-92635"
"20155";"Passagen Verlag";"Passagen Verlag";"978-3-85165"
"20165";"CMYK Studio Poligrafii i Reklamy";"CMYK Studio Poligrafii i Reklamy";"978-82-921172"
"20166";"UNIMA Norge";"UNIMA Norge";"978-82-994707"
"20168";"Trentham Books";"Trentham Books";"978-1-85856"
"20169";"Alpha Science";"Alpha Science";"978-1-84265"
"20172";"Carocci editore";"Carocci editore";
"20183";"Det Kongelige Danske Videnskabernes Selskab";"Royal Danish Academy of Sciences and Letters";"978-87-7304"
"20209";"Juris Publishing";"Juris Publishing";"978-1-9448"
"20210";"Bruylant";"Bruylant";
"20216";"Lamy, Wolters Kluwer";"Lamy, Wolters Kluwer";
"20223";"Claeys & Casteels";"Claeys & Casteels";
"20224";"European institute of public administration";"European institute of public administration";
"20226";"Giuffre";"Giuffre";
"20227";"Norstedts Juridik AB";"Norstedts Juridik AB";
"20228";"Forlaget Thomson";"Forlaget Thomson";
"20229";"Witherbys Publishing";"Witherbys Publishing";
"20230";"Nyt Juridisk Forlag";"Nyt Juridisk Forlag";
"20231";"Informa Law";"Informa Law";
"20232";"St. Johns Lake Academic Press";"St. Johns Lake Academic Press";
"20233";"Birlinn Ltd";"Birlinn Ltd";"978-1-9046"
"20234";"Waanders Publishers";"Waanders Publishers";
"20235";"Mercer University Press";"Mercer University Press";"978-0-88146"
"20236";"CCI Press";"CCI Press";"978-1-896445-"
"20237";"Paulist Press";"Paulist Press";"978-0-232, 978-0-8091"
"20238";"SCM Press";"SCM Press";"978-0-334"
"20240";"Acta Graphica Publishers";"Acta Graphica Publishers";"978-953-7292, 978-953-96276"
"20241";"Murmansk State Humanities University";"Murmansk State Humanities University";"978-5-88476"
"20243";"IT-Universitetet i København";"IT-Universitetet i København";"978-87-7949"
"20244";"Univers enciclopedic";"Univers enciclopedic";"978-973-637"
"20245";"Dar Al-Kitab Al-Masri";"Dar Al-Kitab Al-Masri";"978-977-238"
"20246";"Ordfront förlag";"Ordfront förlag";"978-91-7037"
"20247";"Naklada Jesenski i Turk";"Naklada Jesenski i Turk";
"20248";"Skolska knjiga";"Skolska knjiga";
"20249";"Institutet för språk och folkminnen, Dialekt-, ortnamns- och folkminnesarkivet i Göteborg";"Institutet för språk och folkminnen, Dialekt-, ortnamns- och folkminnesarkivet i Göteborg";"978-91-7229"
"20250";"Andrimne forlag og Kommunikasjonshus AS";"Andrimne forlag og Kommunikasjonshus AS";
"20252";"Iberoamericana Vervuert";"Iberoamericana Vervuert";"978-84-8489"
"20253";"Les Presses de l'Université d'Ottawa";"University of Ottawa Press";"978-0-7766"
"20254";"Jiangsu Educational Publishing House";"Jiangsu Educational Publishing House";
"20255";"UVK Verlagsgesellschaft";"UVK Verlagsgesellschaft";
"20256";"Vedams Books";"Vedams Books";
"20257";"Arco Libros, S.L.";"Arco Libros, S.L.";"978-84-7635"
"20258";"Izdatel`stvo LAN`";"Lan Publishing House";"978-5-8114"
"20259";"Tammi";"Tammi";"978-951-31"
"20261";"Otava Publishing Company Ltd.";"Otava Publishing Company Ltd.";"978-951-1"
"20262";"Söderström Förlag Ab";"Söderström Förlag Ab";
"20263";"Edita Publishing Oy";"Edita Publishing Oy";"978-951-37"
"20264";"Vastapaino";"Vastapaino";"978-951-768"
"20265";"EDIZIONI PLUS  Pisa University Press";"EDIZIONI PLUS  Pisa University Press";"978-88-8492"
"20266";"Living Architecture Publishing";"Living Architecture Publishing";
"20268";"Aletejja";"Aletejja";"978-5-89329"
"20269";"European Association for Signal and Image Processing";"European Association for Signal and Image Processing";
"20280";"The Bialik Institute Publishing House";"The Bialik Institute Publishing House";
"20282";"Wydawnictwu Adam Marszalek";"Wydawnictwu Adam Marszalek";
"20283";"Cognitive Science Society, Inc.";"Cognitive Science Society, Inc.";"978-0-9768318"
"20285";"Editura Univers Enciclopedic";"Editura Univers Enciclopedic";"978-973-27"
"20286";"Marin Drinov Academic Publishing House";"Marin Drinov Academic Publishing House";
"20292";"Edition Kirchhof & Franke";"Edition Kirchhof & Franke";"978-3-933816"
"20297";"Harcourt Trade Publishers";"Harcourt Trade Publishers";"978-0-15"
"20298";"HarperCollins Publishers";"HarperCollins Publishers";
"20301";"Ustav pro ceskou literaturu";"Ustav pro ceskou literaturu";"978-80-85778"
"20305";"Indian National Science Academy";"Indian National Science Academy";
"20306";"W. Kohlhammer GmbH";"W. Kohlhammer GmbH";
"20310";"Archaeopress";"Archaeopress";"978-1-84171"
"20339";"ETH Zurich";"ETH Zurich";"978-3-905609"
"20343";"Wydawnictwa UMK";"NCU Press";"978-83-23"
"20345";"St. Petersburg University Press";"St. Petersburg University Press";"978-5-89119"
"20348";"Texas A&M University Press";"Texas A&M University Press";"978-089096"
"20349";"The Keats-Shelley Memorial Association";"The Keats-Shelley Memorial Association";
"20350";"Dark Night Press";"Dark Night Press";
"20357";"DSM Technical Publications";"DSM Technical Publications";
"20358";"Society of Antiquaries of Scotland";"Society of Antiquaries of Scotland";
"20361";"James Nicholas Publishers, Pty. Ltd.";"James Nicholas Publishers, Pty. Ltd.";
"20363";"Publications de la Sorbonne";"Publications de la Sorbonne";
"20371";"Institution of Electrical Engineers of Japan (IEEJ)";"Institution of Electrical Engineers of Japan (IEEJ)";
"20374";"Verlag Antike";"Verlag Antike";"978-3-938032"
"20376";"Verlag J.H. Röll";"Verlag J.H. Röll";
"20377";"Bristol Phoenix Press";"Bristol Phoenix Press";
"20378";"Edition Sigma";"Edition Sigma";
"20380";"Santérus Förlag";"Santérus Förlag";"978-91-7359"
"20385";"Pedagogiska fakulteten";"Pedagogiska fakulteten";"978-952-12"
"20401";"Ontos Verlag";"Ontos Verlag";
"20405";"European Society for Research in Mathematics Education";"European Society for Research in Mathematics Education";
"20408";"British Film Institute Publishing";"British Film Institute Publishing";"978-1-84457"
"20411";"Verlag Dr. Kovaè";"Verlag Dr. Kovaè";"978-3-8300"
"20412";"Northern Contemporary";"Northern Contemporary";"978-82-997528"
"20429";"Cambria Press";"Cambria Press";
"20430";"Kew Publishing";"Kew Publishing";
"20431";"Prometheus Books";"Prometheus Books";"978-1-59102, 978-1-61614"
"20432";"Ergon-Verlag";"Ergon-Verlag";"978-3-89913"
"20433";"W.W. Norton";"W.W. Norton";"978-0-393"
"20434";"U.W.  Weiher";"U.W.  Weiher";"978-3-921940"
"20435";"Editorial Verbum";"Editorial Verbum";
"20438";"Council of Europe Publishing";"Council of Europe Publishing";"978-92-871"
"20439";"Kagge Forlag AS";"Kagge Forlag AS";"978-82-489"
"20440";"J.M. Stenersens Forlag AS";"J.M. Stenersens Forlag AS";"978-82-7201"
"20442";"Konkurransetilsynet";"Konkurransetilsynet";"978-82-997472"
"20463";"Bibliopolis";"Bibliopolis";"978-3-933925"
"20467";"Edizioni dell'Orso";"Edizioni dell'Orso";"978-88-7694"
"20474";"Izdatel`skij dom "Muravej"";"Muravei Publishers";"978-5-89737"
"20475";"Hyean publishing";"Hyean publishing";"978-89"
"20485";"Abramis Academic Publishing";"Abramis Academic Publishing";"978-1-84549"
"20553";"Ugarit-Verlag";"Ugarit-Verlag";"978-3-934628"
"20554";"Kulturverlag Kadmos";"Kulturverlag Kadmos";
"20555";"IGI Global";"IGI Global";"978-1-878289"
"20566";"REFLEKS-Publishing";"REFLEKS-Publishing";"978-82-996599"
"20568";"Forlaget Ajour";"Forlaget Ajour";"978-87-91620"
"20569";"Raster förlag";"Raster förlag";"978-91-86209"
"20572";"Snorrastofa";"Snorrastofa";"978-9979-9649"
"20573";"FADL's Forlag a/s";"FADL's Forlag a/s";"978-87-7749"
"20574";"Adonis & Abbey Publishers Ltd.";"Adonis & Abbey Publishers Ltd.";
"20575";"Verlag J.H.W. Dietz Nachf.";"Verlag J.H.W. Dietz Nachf.";"978-3-8012"
"20576";"Diavlos";"Diavlos";"978-960-531"
"20577";"Union Académique Internationale (UAI)";"Union Académique Internationale (UAI)";
"20581";"Wydawnictwo Naukowe Uniwersytetu im. Adama Mickiewicza";"Wydawnictwo Naukowe Uniwersytetu im. Adama Mickiewicza";"978-83-232"
"20583";"Research Publishing Services";"Research Publishing Services";"978-81-904262"
"20590";"University of Maine Press";"University of Maine Press";"978-0-8910"
"20591";"eScholarship Publishing";"eScholarship Publishing";
"20592";"Consejo Superior de Investigaciones Científicas (CSIC)";"Consejo Superior de Investigaciones Científicas (CSIC)";"978-84-00"
"20594";"ConBrio Verlagsgesellschaft mbH";"ConBrio Verlagsgesellschaft mbH";"978-3-932581"
"20595";"Institute of Mediæval Music";"Institute of Mediæval Music";"978-1-896926"
"20596";"Aros Forlag";"Aros Forlag";"978-87"
"20597";"Centro de Estudios Andaluces";"Centro de Estudios Andaluces";
